customer_id,first_name,last_name,email,phone,gender,date_of_birth,signup_date,state,city,membership_tier,preferred_channel,marketing_opt_in,referral_source,Age,Age_Group,Order_Count,Total_Revenue,Customer_Segment,Revenue_ZScore,Revenue_Outlier,Ticket_Count,Average_Satisfaction,Satisfaction_Missing
CUST004322,Lori,Harris,lori.harris940@gmail.com,527.709.1760x24026,F,2005-08-06,2020-10-28,MO,South Deborah,Gold,Mobile App,Unknown,Search Engine,21.0,18-24,7.0,8997.33,High-Value Customer,0.4204907408238438,No,2.0,4.0,0
CUST003144,Lance,Mitchell,lance.mitchell238@yahoo.com,496-721-3239,M,1948-07-30,2026-04-29,Michigan,Nicholasfurt,Silver,Online,Yes,Friend Referral,78.0,55+,2.0,3951.28,Repeat Customer,-0.7343391576354229,No,0.0,,1
CUST005159,  Caroline ,Cruz,caroline.cruz961@yahoo.com,586-575-6836x3331,M,1946-04-05,2024-09-15,IL,West Caleb,Silver,In-Store,Yes,Influencer,80.0,55+,4.0,7855.61,Repeat Customer,0.1591987616185418,No,0.0,,1
CUST002673,Mary,Edwards,mary.edwards688@hotmail.com,001-492-266-2247x76038,M,2008-05-31,2024-06-09,Florida,Hallport,Silver,Online,yes,Influencer,18.0,18-24,6.0,16658.34,High-Value Customer,2.1737756667352848,No,1.0,5.0,0
CUST001482,Jeff,Rivera,jeff.rivera811@hotmail.com,(998)335-9667,F,1977-08-07,2024-12-17,Florida,Owenburgh,Bronze,In-Store,No,Friend Referral,49.0,45-54,4.0,7759.0,Repeat Customer,0.1370887713310596,No,0.0,,1
CUST004058,Kevin,Randall,kevin.randall168@hotmail.com,(651)910-8030x615,F,2006-04-28,2023-01-10,New York,Bobhaven,Bronze,In-Store,no,Unknown,20.0,18-24,6.0,6247.37,High-Value Customer,-0.2088601430490954,No,2.0,3.0,0
CUST003508,Dennis,Ellis,dennis.ellis859@hotmail.com,+1-716-411-8698x14218,M,1962-11-25,2024-08-08,MI,Jonathonborough,Silver,In-Store,no,Search Engine,63.0,55+,4.0,2937.27,Repeat Customer,-0.9664036566666814,No,0.0,,1
CUST005623,Caroline,Tucker,caroline.tucker707@yahoo.com,+1-369-534-4536x105,M,1943-12-23,2021-01-19,CA,Nelsonchester,Silver,Online,Yes,Social Media,82.0,55+,6.0,11054.82,High-Value Customer,0.8913641899139156,No,1.0,5.0,0
CUST000586,Angela,Clark,angela.clark628@gmail.com,957.882.4347,M,1953-02-21,2023-02-09,Pennsylvania,Christinashire,Silver,Online,no,Unknown,73.0,55+,5.0,6598.67,Repeat Customer,-0.1284622588963937,No,1.0,5.0,0
CUST000206,Kelly,Thompson,kelly.thompson577@outlook.com,(406)248-4229x4057,Other,1988-06-17,2021-10-05,MO,Lake Willie,Silver,In-Store,No,TV Ad,38.0,35-44,5.0,6626.21,Repeat Customer,-0.1221595041865576,No,3.0,4.0,0
CUST003418,Austin,Sellers,austin.sellers860@yahoo.com,3854111504,M,1946-04-10,2024-03-18,New York,Wilsonhaven,Gold,Online,Unknown,Unknown,80.0,55+,3.0,4917.3,Repeat Customer,-0.5132575634162572,No,2.0,3.0,0
CUST003555,  Kyle ,Ortiz,kyle.ortiz454@gmail.com,259.709.5198x09599,Other,2010-08-15,2024-04-06,MI,Marymouth,Silver,Mobile App,Unknown,Email Campaign,,Unknown,6.0,5920.12,High-Value Customer,-0.2837539875949867,No,0.0,,1
CUST005811,Julie,Sanchez,,,M,,2025-10-30,Indiana,Murphyfurt,Bronze,Online,Unknown,Unknown,,Unknown,0.0,0.0,No Orders,-1.638621969177943,No,1.0,5.0,0
CUST004323,Kayla,Dunn,kayla.dunn15@gmail.com,001-810-906-2916,Other,1978-09-25,2024-02-11,Georgia,Matthewshire,Bronze,In-Store,Yes,Unknown,47.0,45-54,7.0,8079.139999999999,High-Value Customer,0.2103554341054572,No,0.0,,1
CUST000270,Diana,Cunningham,diana.cunningham307@hotmail.com,001-205-666-4742x3122,M,1951-09-27,2021-01-25,Arizona,East Lonnieberg,Gold,In-Store,Yes,Email Campaign,74.0,55+,2.0,2593.31,Repeat Customer,-1.045121721662876,No,1.0,5.0,0
CUST003146,Erika,Salas,erika.salas3@hotmail.com,+1-830-990-4581,F,1963-11-30,2021-02-10,Georgia,New Jeffreyhaven,Silver,Mobile App,Yes,Email Campaign,62.0,55+,4.0,5941.1900000000005,Repeat Customer,-0.2789319454113902,No,1.0,3.0,0
CUST002853,Tracy,Floyd,tracy.floyd350@hotmail.com,001-512-383-0062,Other,1948-06-15,,Florida,Lake Kelly,Silver,In-Store,yes,TV Ad,78.0,55+,5.0,7765.7,Repeat Customer,0.1386221212423123,No,2.0,2.0,0
CUST000157,Kelly,Rosales,kelly.rosales141@yahoo.com,913.929.1212,M,2005-07-01,2022-12-17,Ohio,Louisview,Bronze,In-Store,Unknown,Social Media,21.0,18-24,4.0,5273.25,Repeat Customer,-0.431795488653507,No,1.0,3.0,0
CUST003791,Jade,Walker,jade.walker585@yahoo.com,(270)444-1482x243,F,1982-06-08,2021-02-12,FL,Lake Lisa,Gold,Mobile App,No,Search Engine,44.0,35-44,10.0,12659.9,High-Value Customer,1.2586999026831112,No,1.0,2.0,0
CUST002434,Larry,Huang,larry.huang516@outlook.com,001-716-622-2772x610,F,1944-01-13,2021-12-21,Indiana,Juliefurt,Silver,Mobile App,No,Friend Referral,82.0,55+,11.0,16459.55,High-Value Customer,2.1282809460102188,No,0.0,,1
CUST005919,Daniel,Serrano,daniel.serrano187@yahoo.com,+1-352-719-7245x67106,F,1971-03-17,2025-11-13,MO,Brianville,Silver,Online,yes,TV Ad,55.0,55+,3.0,6672.59,Repeat Customer,-0.111545061069557,No,0.0,,1
CUST001593,Joanne,Jarvis,joanne.jarvis41@outlook.com,971-506-2833x455,M,1991-03-29,2021-07-17,mi,Colebury,Silver,Online,No,Friend Referral,35.0,35-44,6.0,4265.24,High-Value Customer,-0.6624868385105092,No,2.0,4.0,0
CUST003912,John,Lewis,john.lewis871@yahoo.com,(628)250-6967x20647,F,1946-08-10,2021-09-30,Indiana,South Kevin,Platinum,Online,Yes,Friend Referral,80.0,55+,4.0,5852.25,Repeat Customer,-0.2992865933377817,No,0.0,,1
CUST001984,Jose,Holland,jose.holland167@yahoo.com,(798)539-3039,Other,1945-05-15,2022-08-23,Georgia,Cruzview,Bronze,In-Store,Yes,Search Engine,81.0,55+,7.0,8630.37,High-Value Customer,0.3365089373263336,No,0.0,,1
CUST003824,Angela,Maxwell,angela.maxwell733@gmail.com,(431)985-8313,M,1964-12-22,2021-03-01,Missouri,Steeleburgh,Silver,Online,Yes,Walk-in,61.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,0.0,,1
CUST000089,Joel,Snyder,joel.snyder668@hotmail.com,(891)314-6786,F,1965-12-09,2024-01-02,Pennsylvania,Laraside,Gold,Online,yes,Unknown,60.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,3.0,4.5,0
CUST001842,Jennifer,Cruz,jennifer.cruz346@hotmail.com,(708)452-9645,F,2000-12-19,2023-06-21,Pennsylvania,Williamsstad,Bronze,In-Store,yes,Friend Referral,25.0,25-34,4.0,6246.23,Repeat Customer,-0.2091210413922042,No,1.0,4.0,0
CUST005273,Curtis,Le,curtis.le264@outlook.com,,F,1952-07-03,2023-11-10,Massachusetts,Kristiborough,Silver,In-Store,Unknown,Unknown,74.0,55+,1.0,3255.75,One-Time Customer,-0.8935168984971611,No,0.0,,1
CUST005416,Peter,Martin,peter.martin646@hotmail.com,636-435-2776,F,1982-01-28,2023-02-02,WI,Kathleentown,Gold,In-Store,Unknown,Social Media,44.0,35-44,4.0,4994.89,Repeat Customer,-0.4955004560111671,No,1.0,4.0,0
CUST003569,Jessica,Weaver,jessica.weaver582@gmail.com,001-518-347-4400x054,F,1972-02-10,2021-01-21,Wisconsin,North Stephanie,Bronze,Mobile App,No,Social Media,54.0,45-54,4.0,7944.46,Repeat Customer,0.1795328123073194,No,1.0,1.0,0
CUST002006,Joseph,Oneill,joseph.oneill355@outlook.com,(721)534-6164x61526,M,1997-03-07,2022-08-14,fl,Lake Carlfort,Bronze,In-Store,No,Walk-in,29.0,25-34,3.0,4443.860000000001,Repeat Customer,-0.6216081875929013,No,1.0,4.0,0
CUST001172,Christopher,Hopkins,christopher.hopkins310@yahoo.com,686-595-7240,F,1957-11-23,2026-02-12,IL,Gilbertchester,Silver,Online,Yes,Influencer,68.0,55+,5.0,9414.2,Repeat Customer,0.5158948568692087,No,1.0,2.0,0
CUST004819,Joseph,Martin,joseph.martin454@hotmail.com,+1-370-877-2309x6694,Other,2004-01-13,2025-11-19,ILLINOIS,North Steven,Silver,In-Store,Yes,TV Ad,22.0,18-24,1.0,1294.63,One-Time Customer,-1.3423352832667208,No,2.0,4.0,0
CUST005185,Angel,Brewer,angel.brewer928@yahoo.com,(800)349-6870x893,F,1957-07-01,2026-02-23,Texas,New Pamelaport,Silver,Online,Yes,Influencer,69.0,55+,2.0,2194.39,Repeat Customer,-1.136417833095258,No,1.0,1.0,0
CUST005675,Anthony,Charles,anthony.charles782@hotmail.com,597.692.7023x7295,F,1953-01-04,2026-04-22,nj,East Ronniemouth,Silver,In-Store,Yes,Search Engine,73.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,2.0,4.0,0
CUST004453,Kimberly,Cole,kimberly.cole449@gmail.com,790-980-6342,Other,1954-06-07,2023-03-22,Washington,Michaelfurt,Silver,Online,no,Email Campaign,72.0,55+,7.0,12211.55,High-Value Customer,1.156091330636815,No,0.0,,1
CUST005006,Gary,Sullivan,gary.sullivan466@yahoo.com,934-871-7613,Other,2006-11-09,,VA,Rodriguezfurt,Silver,Online,No,Email Campaign,19.0,18-24,7.0,11276.8,High-Value Customer,0.9421661321974816,No,0.0,,1
CUST001832,Shawn,Williams,,,Other,2008-05-13,2022-04-18,IN,Port Daniel,Silver,Online,Unknown,Unknown,18.0,18-24,6.0,8526.84,High-Value Customer,0.3128152483245424,No,1.0,4.0,0
CUST002918,Stephen,Tate,stephen.tate465@hotmail.com,001-676-333-0994x791,M,1943-01-17,2021-01-15,FL,Emilyport,Silver,In-Store,no,Unknown,83.0,55+,5.0,8906.55,Repeat Customer,0.3997149938173471,No,0.0,,1
CUST001006,Fernando,Hansen,fernando.hansen108@gmail.com,001-723-832-8293x0202,M,2006-10-11,2023-02-17,Georgia,Howardmouth,Bronze,Online,Yes,Unknown,19.0,18-24,4.0,2616.58,Repeat Customer,-1.039796191448719,No,1.0,5.0,0
CUST004974,Dawn,Myers,dawn.myers55@outlook.com,+1-607-336-5611x87407,F,1967-12-19,2023-12-23,Wisconsin,Alanside,Gold,Online,Unknown,Unknown,58.0,55+,6.0,11643.93,High-Value Customer,1.026186841588263,No,1.0,,1
CUST005228,Crystal,Gonzalez,crystal.gonzalez506@outlook.com,+1-312-493-0431x130,F,1970-10-17,2025-11-04,North Carolina,Christensenberg,Silver,Mobile App,No,TV Ad,55.0,55+,5.0,9536.37,Repeat Customer,0.5438544626390229,No,0.0,,1
CUST000594,Dawn,Cook,dawn.cook7@yahoo.com,001-531-226-9789,M,1997-05-09,2026-05-09,New York,New Garyfort,Gold,Online,Unknown,Email Campaign,29.0,25-34,2.0,2131.85,Repeat Customer,-1.1507306246549225,No,3.0,2.6666666666666665,0
CUST005008,Cassandra,Myers,cassandra.myers261@gmail.com,001-888-583-4025x862,Other,1980-06-12,2021-01-27,CA,Lake Samantha,Bronze,In-Store,No,Search Engine,46.0,45-54,5.0,8662.58,Repeat Customer,0.3438804598101322,No,1.0,3.0,0
CUST002483,Matthew,Wood,matthew.wood352@gmail.com,001-236-984-1434x4622,F,2009-10-05,2024-06-17,Georgia,East Jeffrey,Bronze,In-Store,Yes,Friend Referral,,Unknown,0.0,0.0,No Orders,-1.638621969177943,No,0.0,,1
CUST003184,Jason,Camacho,jason.camacho817@yahoo.com,355.699.5154,F,1988-06-19,2025-12-15,ILLINOIS,West Amanda,Bronze,Mobile App,Unknown,Unknown,38.0,35-44,4.0,4741.0,Repeat Customer,-0.5536052633198192,No,0.0,,1
CUST000645,Andrew,Bush,andrew.bush541@gmail.com,,M,1955-04-12,2024-11-04,Tennessee,Marissatown,Bronze,Mobile App,Unknown,Unknown,71.0,55+,6.0,11147.54,High-Value Customer,0.9125839218200886,No,1.0,5.0,0
CUST002341,Loretta,Hodges,loretta.hodges130@hotmail.com,584.586.5230x8045,F,1990-10-21,2024-01-27,FL,Lake Makayla,Silver,Online,yes,Unknown,35.0,35-44,3.0,2418.39,Repeat Customer,-1.085153597256359,No,1.0,5.0,0
CUST001612,Margaret,Crawford,margaret.crawford531@hotmail.com,(931)363-1603,F,1964-12-12,2024-10-07,oh,Jasminemouth,Bronze,In-Store,yes,Email Campaign,61.0,55+,2.0,2598.46,Repeat Customer,-1.043943101954973,No,0.0,,1
CUST000012,Isaiah,Ford,isaiah.ford164@hotmail.com,2134267736,F,2001-11-20,,Florida,North Deniseside,Silver,In-Store,yes,Unknown,24.0,18-24,6.0,7713.94,High-Value Customer,0.1267764210323955,No,1.0,5.0,0
CUST005261,Angela,Graham,angela.graham365@gmail.com,426.714.5509,F,1988-11-12,2023-02-02,Tennessee,Jamesville,Gold,In-Store,No,Friend Referral,37.0,35-44,7.0,8672.59,High-Value Customer,0.346171330349183,No,2.0,3.0,0
CUST000597,Donald,Sawyer,donald.sawyer96@outlook.com,659.959.2248x39589,Other,1969-12-11,2020-09-22,VIRGINIA,South Wendyview,Bronze,In-Store,No,Walk-in,56.0,55+,4.0,7194.4400000000005,Repeat Customer,0.0078845883613778,No,0.0,,1
CUST000030,James,Smith,james.smith579@outlook.com,001-645-829-9124x190,F,1951-05-05,2021-05-29,Arizona,New Staciemouth,Platinum,Mobile App,No,Email Campaign,75.0,55+,3.0,3580.12,Repeat Customer,-0.8192821655549127,No,2.0,4.5,0
CUST000720,Jennifer,Cox,jennifer.cox447@outlook.com,(597)382-4575x983,F,1995-02-12,2023-06-07,MD,Lake Aaron,Silver,In-Store,No,TV Ad,31.0,25-34,4.0,2444.53,Repeat Customer,-1.0791712440205163,No,1.0,4.0,0
CUST000138,Laura,Walker,laura.walker453@hotmail.com,001-778-281-9148,M,1942-12-18,,Arizona,Garymouth,Bronze,Mobile App,No,TV Ad,83.0,55+,3.0,4307.34,Repeat Customer,-0.6528519084711446,No,0.0,,1
CUST005696,Kristin,Payne,kristin.payne309@outlook.com,+1-919-716-0912x689,Other,1942-01-16,2020-10-26,Massachusetts,Olsonville,Bronze,In-Store,Yes,Influencer,84.0,55+,6.0,7404.540000000001,High-Value Customer,0.0559676952799165,No,0.0,,1
CUST002815,Brad,Willis,brad.willis831@gmail.com,966-717-1014x7824,F,1980-12-26,2022-10-06,New York,New Ashleytown,Bronze,Mobile App,Unknown,TV Ad,45.0,45-54,2.0,5479.0,Repeat Customer,-0.384707914886304,No,0.0,,1
CUST003465,Aaron,Castillo,aaron.castillo707@hotmail.com,(739)398-7568x19299,F,1984-05-26,2026-04-30,NJ,Amyside,Platinum,Online,No,Walk-in,42.0,35-44,5.0,7235.66,Repeat Customer,0.0173181231885178,No,0.0,,1
CUST004009,Anthony,Fleming,anthony.fleming823@hotmail.com,(610)952-7237x5435,F,1968-06-22,2022-04-14,Georgia,Gomezfort,Silver,Mobile App,Yes,Influencer,58.0,55+,6.0,9388.61,High-Value Customer,0.5100383756410063,No,2.0,3.0,0
CUST000692,Chad,Wilson,chad.wilson628@yahoo.com,001-346-948-4494x1163,M,1951-10-20,2025-04-12,NC,East Amandaburgh,Gold,In-Store,No,Social Media,74.0,55+,4.0,10485.73,Repeat Customer,0.7611232793176701,No,1.0,,1
CUST002142,Heidi,Ward,heidi.ward646@hotmail.com,775-925-6374x48455,Other,2008-01-24,,Virginia,Barryside,Bronze,Online,Yes,Friend Referral,18.0,18-24,5.0,6081.790000000001,Repeat Customer,-0.2467544830946527,No,0.0,,1
CUST004708,Daniel,Munoz,daniel.munoz60@yahoo.com,713.235.8626,M,1956-06-20,2024-01-12,Tennessee,West Nathan,Bronze,Online,no,Social Media,70.0,55+,7.0,10024.97,High-Value Customer,0.6556745770626208,No,1.0,5.0,0
CUST004702,James,Morrison,james.morrison421@yahoo.com,565.305.4767x445,Other,1956-07-02,2025-08-21,MD,Navarroview,Bronze,Online,Yes,Friend Referral,70.0,55+,4.0,1327.61,Repeat Customer,-1.334787539972226,No,1.0,5.0,0
CUST001851,Erik,Herman,erik.herman182@hotmail.com,4452624462,F,1949-05-15,2025-09-06,Texas,Danashire,Bronze,In-Store,No,Unknown,77.0,55+,9.0,14521.17,High-Value Customer,1.6846667966110906,No,1.0,3.0,0
CUST003126,Gary,Rodriguez,gary.rodriguez975@hotmail.com,714.698.9656x91781,Other,1978-09-05,2022-12-12,New Jersey,East Lisaburgh,Silver,In-Store,No,TV Ad,48.0,45-54,5.0,7145.79,Repeat Customer,-0.0032493628598831,No,1.0,5.0,0
CUST003893,Gary,Anderson,gary.anderson88@outlook.com,001-924-304-0341x760,M,1968-11-01,2021-02-07,Arizona,Meganville,Gold,Mobile App,No,Email Campaign,57.0,55+,7.0,8328.58,High-Value Customer,0.2674418224432026,No,1.0,4.0,0
CUST003690,Nicole,Young,nicole.young777@hotmail.com,001-350-861-6131x2178,Other,1967-01-28,2024-06-30,IL,Ibarrahaven,Platinum,In-Store,Yes,Influencer,59.0,55+,6.0,11556.13,High-Value Customer,1.0060930920049802,No,1.0,4.0,0
CUST004347,Vernon,Munoz,vernon.munoz653@gmail.com,001-888-244-1425x33602,M,1953-06-14,2023-08-11,ma,Cruzberg,Gold,Mobile App,no,Unknown,73.0,55+,4.0,7035.33,Repeat Customer,-0.0285290391579401,No,2.0,3.5,0
CUST002744,John,Kelly,john.kelly15@outlook.com,464.463.5145,M,1967-05-06,2022-09-01,WA,Reynoldsland,Gold,Mobile App,No,TV Ad,59.0,55+,7.0,11247.21,High-Value Customer,0.9353942181864412,No,0.0,,1
CUST004724,John,Cortez,john.cortez558@yahoo.com,7176749503,M,1962-02-10,2024-04-11,FL,Lake Ashleyview,Bronze,In-Store,Yes,Unknown,64.0,55+,4.0,6527.27,Repeat Customer,-0.1448027340700428,No,2.0,4.0,0
CUST003087,Jose,Moore,jose.moore760@outlook.com,464.995.0926,M,1989-04-17,2021-03-29,Pennsylvania,Floresside,Bronze,Online,Yes,Unknown,37.0,35-44,4.0,4829.280000000001,Repeat Customer,-0.5334016618025959,No,0.0,,1
CUST000288,Emily,Nelson,emily.nelson321@gmail.com,442-249-3214x95870,Other,1951-09-13,2021-05-04,New York,East Amyside,Bronze,In-Store,Yes,TV Ad,74.0,55+,5.0,6104.9,Repeat Customer,-0.2414655701918094,No,0.0,,1
CUST002695,Amanda,Andrews,amanda.andrews218@outlook.com,+1-447-343-7299x035,Other,1998-07-02,2023-06-12,Georgia,New Cole,Bronze,Online,Unknown,Walk-in,28.0,25-34,6.0,12686.28,High-Value Customer,1.2647371818859248,No,0.0,,1
CUST003966,Brooke,Wheeler,brooke.wheeler373@gmail.com,(230)858-6548x338,F,1964-11-07,2021-08-05,Pennsylvania,North Monica,Bronze,In-Store,Unknown,Unknown,61.0,55+,4.0,6283.82,Repeat Customer,-0.2005182618154889,No,1.0,4.0,0
CUST003976,Mckenzie,Castillo,mckenzie.castillo936@hotmail.com,001-859-384-8471x693,F,1962-06-09,2024-05-23,WASHINGTON,Hernandezport,Platinum,In-Store,No,TV Ad,64.0,55+,7.0,10240.44,High-Value Customer,0.704986652492119,No,1.0,5.0,0
CUST004341,Richard,Pope,richard.pope179@hotmail.com,716-286-0525x7349,Other,1977-04-24,2026-04-30,Georgia,Brittanyview,Bronze,In-Store,No,Email Campaign,49.0,45-54,6.0,6756.53,High-Value Customer,-0.0923347041217126,No,0.0,,1
CUST004507,  David ,Robinson,david.robinson563@yahoo.com,001-283-694-9752x7129,F,1970-04-17,2022-12-24,Michigan,Lake Nicoleville,Bronze,Online,Unknown,Unknown,56.0,55+,4.0,4885.06,Repeat Customer,-0.5206359516459272,No,0.0,,1
CUST002764,Kristen,Nixon,kristen.nixon386@yahoo.com,867-466-0271,Other,1978-04-29,2025-08-13,NJ,West Roy,Bronze,In-Store,yes,Influencer,48.0,45-54,0.0,0.0,No Orders,-1.638621969177943,No,1.0,,1
CUST004200,Jon,Andersen,jon.andersen925@gmail.com,(897)596-7642,F,1943-07-25,2022-08-07,Florida,North Sarahport,Bronze,In-Store,Yes,Unknown,83.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,1.0,4.0,0
CUST002965,Sarah,Jones,sarah.jones525@yahoo.com,+1-914-779-6126x5088,M,2008-06-18,2023-10-28,Arizona,Markborough,Bronze,In-Store,No,Influencer,18.0,18-24,4.0,10372.33,Repeat Customer,0.7351707599242276,No,2.0,3.0,0
CUST000101,Michael,Peck,michael.peck994@yahoo.com,(652)640-4157x4733,M,1996-05-09,2022-04-07,az,New Ericafurt,Bronze,In-Store,No,Walk-in,30.0,25-34,3.0,2313.41,Repeat Customer,-1.1091791306419287,No,0.0,,1
CUST003702,Derek,Harper,derek.harper787@hotmail.com,705.572.1864,M,1999-08-30,2021-06-16,New Jersey,Sullivanfort,Silver,In-Store,Unknown,Unknown,27.0,25-34,5.0,5822.43,Repeat Customer,-0.306111144733835,No,0.0,,1
CUST001748,Jessica,Haynes,jessica.haynes784@gmail.com,894.632.1830x242,F,2008-06-15,2025-09-28,New Jersey,Riveraton,Gold,Online,Yes,Social Media,18.0,18-24,3.0,2893.36,Repeat Customer,-0.9764528200402798,No,1.0,1.0,0
CUST004006,William,Wallace,william.wallace769@outlook.com,001-961-473-5599x7177,Other,1963-05-14,2025-12-15,Ohio,North Dana,Bronze,Online,Unknown,Unknown,63.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,2.0,5.0,0
CUST005434,Andrea,Black,,,M,,2025-07-15,New Jersey,Unknown,Silver,In-Store,Unknown,Unknown,,Unknown,7.0,12047.06,High-Value Customer,1.1184464460245809,No,0.0,,1
